name,img,captions,image_text
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2316).jpg,a computer keyboard with an astronaut on it, A rare pic of command Human walking in space
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (145).jpg,a teddy bear sitting in a bathtub with foam, Friend: Where are Me: I'm almost there you?
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3409).jpg,"a cartoon character with a capt that reads, ` ' ' memess about gy mew", Me telling my friends Me two weeks later: about a guy: Sarcasm
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (239).jpg,a poster with different types of shoes, WOMEN MEN OFFICE OFFICE DINNER DINNER GYM GYM PARTY PARTY WALK WALK HOME HOME
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (251).jpg,a man sitting on the ground with a blue umbrella, That one friend who likes everything you post
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (695).jpg,"a text message that reads, ` ` ' ' ' ' ' ' ' ' ' ' ' '", When you tell your Messages Bestie Contact really like him Name? Number? Height? Weight? Family history? Job history? School? College? His best friend's name? Tell me everything!
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3598).jpg,"a woman wearing a black shirt with the words, what ' s your favourite me?", What's your favourite poem? Me: Roses are red. Im going to bed.
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3785).jpg,a man in an orange jacket is holding his head, Excuse me Sarcasm Ex used me.
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3145).jpg,a plane sitting on the tarmacl, Today Isaw two jumbo jets cracking a joke FB/SarcasmLol Polar
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2511).jpg,a cartoon cat with dread dread dread dread dread dread dread dread dread dread dread dread dread dread dread dread, No one: listening to one rap song: FB/Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3102).jpg,a quote that says i ' m ' m ' m ' m ' m ' m ' m ', Good Morning and then go missing for the rest of the day Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4420).jpg,a man is talking on his phone, Ex online Today Messages and calls are end-to-end encrypted. No listen to them. Hi have an exam tomorrow Sarcasm So? 9.28 am cheating tips ? 9.28 am Tap Any
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3341).jpg,me i have many responsibilities as me, responsibilities Also me: Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3617).jpg,how to eat burgers, HOW TO EAT A BURGER Step one: open bun and remove tomato slice Sarcasm
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (654).jpg,a cartoon picture of a man and a dog with a chicken on his head, People who People who Know
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1396).jpg,a white screen with a black and white text that reads gent my shoes probably inked, gent @gentv1o my shoes probably think i died
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2564).jpg,"two women sitting on a bench with the capt that reads, ` ` ` ' ' ' ' '", Me and my buddy silently judging people. FB /Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3294).jpg,a man with a beard and a man with a beard, Front of the Christmas tree Christmas tree Sarcasm Every Christmas tree ever
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3779).jpg,"a quote that says, if i ' m ' all you back just enjoy the rest of your life", just go enjoy the rest of your life bro Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4622).jpg,a man and woman sitting on the stairs of a house, on stairs. Others Me Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3124).jpg,not everyone your workplace, Not everyone at your workplace is your friend. Get paid. Go home. Sarcasm job_
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (109).jpg,a cake with the words in english and english, someone just ordered this at work Sorr INGLISC
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (944).jpg,a man walking down the street with the words ` ' secret ' in the middle, A big secret of happiness: Forget about anybody who's forgotten about you!
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4684).jpg,a woman with long black hair and a white shirt with the words imagine to her smile like, Imagine going to hell for miss you too.
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (648).jpg,two cats with their mouths open and one is yelling at the other cat, So damn true.. friends when with me In front of my parents My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4111).jpg,a woman sitting on a couch with her hand on her head, Parents will call you on phone & spend the first 10 Seconds talking to someone else in the background
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2012).jpg,my friend me when i ' m ' m ' m ' m ' m ' m ' m ', friend to me when he sees a My dog
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1345).jpg,a child is playing with a toy in the street, Police found a kid playing in the during lockdown Now are waiting for his father ê ê park they
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (513).jpg,"person, person, person, person, person, person, person, person, person, person,", What my how he friend thinks actually he looks like looks like Tag that friend
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (98).jpg,a cartoon character with a beard and glasses, When you Apple so you start another company to back into Jobs get get
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3460).jpg,"a white background with a black and white quote saying, ' when was 4 all 2 year old we"," When was 14, all 22 year olds were celebrating valentine's When I'm 22, all 14 year olds are celebrating valentine's day: day"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (308).jpg,"a text that reads, ` ` ` ` ` ` ` ` ` ` ` ` ` ` `"," Husband hasn't come back yet. What is her height? Husband never checked. Inspector Husband Inspector Colour of eyes? Husband Inspector Colour of hair? Husband : Changes according to season: Inspector What was she wearing? Husband Not sure whether it was a dress or a suit. Inspector Was she driving? Husband Inspector colour of the car? Husband black Audi A8 with supercharged 3.0 litre V6 engine generating 333 horse power teamed with an eight-speed tiptronic automatic LED headlights, which use light emitting diodes for all light functions and has a very thin scratch on the front left door. and then the husband started crying. we will find your car. yes"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2514).jpg,"when the car is parked, the car is parked"," When Bill Gates visits car showroom eLeSalesman the car keys or the showroom keys? Sir, get"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1903).jpg,a man in a military uniform pointing at the camera," Someone sneezes in 2019: ""Bless Someone sneezes in 2020: FB/SarcasmLol you"""
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4143).jpg,a man in a blue shirt and sunglasses is sitting on a swing, I'm scared of dating what if we never break up Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3480).jpg,a quote that says i love chocolate red i gain this is how you fail, Read it again. This is how you fail your exams. FB/SarcasmLol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4605).jpg,nobodys all far than 4 year old watching youtube on your phone, Nobody declines a call faster than a 4 year old watching YouTube on your phone. Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2939).jpg,"a cartoon character with the capt that reads, that friend with inertce and dirty mind", That friend with innocent face & dirty mind Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3584).jpg,"a man and woman laying on a bed with the capt that says, what is love???", Ques: What is love? Sarcasm Ans: destroy all the 6 senses and makes the person Non-Sense
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4819).jpg,a man laying in bed with a white shirt, *When | accidentally wake up
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (411).jpg,"a cartoon character with a capt that reads, at students in university", Art students trying to get into a university Every art university That's verv nice
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1711).jpg,when the teacher asks a question on his own text cartoon line, When the teacher asks us a question online and no one knows the answer Me: [Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1755).jpg,memememememememememememememememememememe, Me watching Power Rangers 6y/o me: FB /SarcasmLol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3912).jpg,"a text message that reads, ` ` ' ' ' ' ' ' ' ' ' ' ' '"," Truth or dare? Dare love Haha, your turn. Truth or dare? Sarcasm Dare Accept my proposal. you"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (274).jpg,a dog walking across a street with a leash, When your teacher is useless so you gotta teach yourself
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2942).jpg,"when you ' re, you ' re, you ' re, you ' re, you re,", When you're singing a song- Sarcasm Suddenly your idiot friend starts singing it too.
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2478).jpg,gt ambulance for gta, GTA Ambulance FB/Sarcasmlol Runs over 100 people to save one
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1626).jpg,the samsung galaxy s20 and galaxy s20, 2015 2019 2042
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1173).jpg,a fish with the capt that says don ' t water eat fish," Don't drink water after eating fish Bcoz, the water may cause to swim and then you will feel gulugulu in"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1392).jpg,a man in a black suit and a man in a red shirt are seen in this surveillance image, When you come into our small towns and start going out with the girl
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2122).jpg,a man talking on a cell phone in a restaurant, Who else got a bad habit of laughing at serious moments? ISarcasmLol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2885).jpg,mary gyw speaks god ' s to you evens at you, Marry a guy who speaks words to you even he's mad at you. The best partner is when he is angry; he won't respect to you and do no want to lose you in a simple argument. Sarcasm good
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (585).jpg,a man in a suit and tie is talking to the camera, Taylor Swift when Designer Swift walks in india @Eng_emoji
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2655).jpg,memesing the topps discing whethers is 6 or 8 but i ams 180, Me listening to the toppers discussing But my answer is 9800
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2286).jpg,a woman holding a clear bag with a pink ribbon, for iPhone users bag
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (757).jpg,a cartoon of two bears with the words quantum and quantum," Quantum Physics General physics High voltages, high frequency circuits and a Dust is dangerous world of insulators becoming conductors"
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (374).jpg,a man with a beard and glasses on his face, Mr. Drinks On Me Tinder is for rookies. Go to Facebook Marketplace and search for wedding dresses. It'Il show you recently divorced females in your area. From there you can filter by size
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3370).jpg,"a meme with the capt that reads, write your name it ' s your name", Write your name name. People named Hannah: Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1209).jpg,a couch with a chair on it and a book on the back, When you don't know the answer but don't want to leave the paper blank ISarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3705).jpg,"a quote that says, ` ` ` ` ` ` ` ` ` ` ` ` ` ` `", When I hear my voice in videos. find it hard to understand people hang out with me. Sarcasm why
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (604).jpg,"a cartoon of a dinosaur and a dog with the capt that says, ` i was searching about autism", was researching Turns out its a about Atheism non-prophet organization @DINOPUNS
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4573).jpg,a pen with a rainbow colored pen on it, We all tried to push down every colour at once Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3717).jpg,"a white background with a red text that says, ' i ' ver the same to many occasions", Men will wear the same shirt to many occasions shamelessly and won't even care about it. FB/Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4835).jpg,a person holding a knife in their hand, Danky @CaptDanky Am I the only one who egg skin like this? Xavier knew something was wrong peel
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4764).jpg,"when you ' re, you ' re, you ' re, you re, you re, you", supposed to meet up but you both knew it wasn't going to happen
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1624).jpg,iron man meme mememe mememe memememememememememe, my son Physics [Sarcasmlol Then Father of Physics
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3372).jpg,the avengers movie is a funny thing," Sarcasm Throughout the years, we have never interfered"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3097).jpg,"a boy in bad mood, a girl in bad mood, and a girl in bad mood", A In A Bad Mood Is Worse Than A Girl In A Bad Sarcasm Boy
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2774).jpg,a person holding a piece of paper with the words respect respect respect respect respect respect respect respect respect respect, Respect to our teachers who gave out our papers like this Sarcasm
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (550).jpg,a col col col col col col col col col col col col col col col col col col col, colonial powers we're going to adapt ideas for science right? colonial powers made with mematic for science right? your
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4815).jpg,two women sitting on a bench with the words 7 amo to work 7 amo to trip, 7 am to go 7 am to go to work: on a trip: sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (711).jpg,a cat is standing in front of a woman and a cat is standing in the background, is afraid of is afraid of is afraid of is afraid of is afraid of Cycle of fear
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2696).jpg,"cartoon cat with capt that reads, ` ` ` ` ` ` ` ` ` ` ` ` `", Finally meeting someone with the same vibes as yours. Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2662).jpg,a man with a beard and a smile on his face," When you see your GF with another guy and realise why she always texted "" love you 2"" instead of "" love you too"" Sarcasm"
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (568).jpg,"a mosquito with the capt that reads, ' i ' m '", Rare picture of the only female attracted to me
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2283).jpg,a man with a beard and a woman with a phone," *Dad #Mom He is my son! he is son. *Son No, my"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (633).jpg,a metal bowl filled with money and a red arrow pointing up the bottom, Charity Level: Arab
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (454).jpg,a man in a suit is holding a pen and a note, 0.5 1.0 b. 3.2 3.02 4.8 4.83 6.25 6.4 d. 0.7 Give this kid a medal! 0.07
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3192).jpg,"a cartoon character with a capt that reads, ` ` when i break a glass my mom when i", My mom a glass mom when she breaks a glass My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1169).jpg,a cat is standing next to a television, When your parents force you to be like your cousin
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3529).jpg,a mosquito and a fly are shown in this diagram, Duty timings 7 AM- 7 PM Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4725).jpg,what is the middle of my wedding?, What if lose interest in the middle of my wedding Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2629).jpg,no matter to having a baby no matter to having a baby no matter to having a baby no matter, never insert your finger in there Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (772).jpg,a person holding a phone with the text ` ` ' on it, Name that one friend Who always asks you to turn on your hotspot
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (444).jpg,a man in a suit and tie is talking to a woman, doctor doctor of Kaynsian economics in be he's having heart doctor attack impossible. wouldnt he's going his that 'est Self-intere
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1159).jpg,"a cartoon character with a capt that reads, ` can india america africa??????"," JAPAN CHINA INDIA AMERICA AFRICA If you didn't understand this, you are going to heaven_"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3123).jpg,"if you need help, i ' m ' m ' m ' m ' m ' m ' m"," If you need any help in English, I'm always hair Sarcasm"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4244).jpg,a white background with the words ' big sarcasm ', sarcastic and understanding sarcasm is a healthy brain. Being sign
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1933).jpg,me telling my mom may at school my mom already received ms from school saying your wast today," Me: *telling my mom how my was at school* mom who already received a msg from school saying ""Your son was absent today"" FB/SarcasmLol day My"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (882).jpg,a man and woman kissing in a barn, #AvengersInfinityWars
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1322).jpg,me explaining my grandfather how a guy eats soup in the us text photo capt capt capt, Me explaining to my grandchildren how a guy eating bat soup in China led to a toilet paper shortage in the US
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3933).jpg,a man in a suit and tie is smiling, Saw my old password today on road. Sarcasm
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (837).jpg,me when i ' m eating pussy and has me when i ' m eating pussy and has me when, Me when Im Me when an apple has that brown mushy and ass spot
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1822).jpg,i ' m that stupid who smiles under the mask, I'm that stupid who smiles under the mask FB/Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2591).jpg,a man sitting at a table with his hands on his head, When | fail in exams pray that my friend fails too
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2230).jpg,"a man with a black shirt and a black shirt with the words not a relationship but, it '", Not in a relationship But there's a person in my heart
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (156).jpg,a woman in a bathtub with a man in the background, CRKPTOINVESTORS BEFORE
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3556).jpg,"a cartoon character with a capt that reads, when you ' ret play, try to go home", When you're at a party playing Truth or Dare and they Dare Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2312).jpg,how to use english in english," How others learnt English WEBSTERS Dictionary pf Dictionary for , Students HB M*VES Oxford English"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4224).jpg,"a man sitting at a computer with the capt that reads, when you ' ret, you '", When your best friend makes a very stupid decision but you still support them because you're besties
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3087).jpg,a spider with a capt that reads what the spider told you," Room Had Spent His Entire Life Thinking That You Were His Room-Mate Sarcasm Ever Thought About That? You Only Think About Yourself. No,"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (571).jpg,a green lawn with the words ' s in the middle and ' s in the middle, Single In relationship
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3454).jpg,a text message that reads it ' s not okay to be, working We need to break up Sarcasm ofyour dreams Iwoke up
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (781).jpg,a courtroom sketch of a man with a brain on his head, 0 450
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3563).jpg,i ' m 100 % confident that my mother ' s prayers have saved my life ' s then i, I'm 100% confident that my mother's prayers have saved my life more times than Ican imagine. Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (637).jpg,a man in a blue shirt is pointing at the camera and the words are in different languages," Some people are liars! Some are great liars, Then there are people who say ""they don't masturbate"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1896).jpg,a cartoon character with a sign that says memes are why to impress, *Memes share with my crush to My crush's IQ level FB /SarcasmLol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3666).jpg,memestering memessingaps memessingaps memessingaps me, People after using expensive shampoos Sarcasm Me after using soap
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (181).jpg,a man and woman sitting on a couch looking at a cell, Shares ID & Password with you @SARCASMI Without any hesitation Marry Him! boy
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2248).jpg,interview interview interview interview interview interview interview interview interview interview interview interview interview interview interview interview interview interview interview interview, Interviewer: How long did you work during your last job? Man: 30 years Interviewer: What's your Man: 20 years FB/SarcasmLol 30 years experience. How's that possible? Man: Overtime... age?
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (39).jpg,a woman in a cow suit is talking to a man who is wearing a cow suit, Do you have 11 protons? Him: Cause your sodium fine kemist
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4342).jpg,"a man with a beard and a suit, with the capt that reads, relationships only serious when they", Relationships are serious when photos are posted a man. Sarcasm only by
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (776).jpg,"a baby sleeping in a car seat with the capt that says, ' i ' m ' t '"," Me Every Morning: ""Don'ttouch me!"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2883).jpg,a girl and boy are sitting at a desk with a globe, Insulting students in front of whole class because their parents didn't pay the fees on time. 25 +3 = FB /SarcasmLol 35+5 = 19 _ 7 = 20-6 = The worst culture in our educational institutions.
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4683).jpg,a quote that says don ' t ' til love with foreignerr social media you ' ven have, Don't fall in love with a foreigner on social media if you don't have a passport Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2084).jpg,a woman with long hair and a black top is singing into a microphone, 7pm 8pm 9pm 10pm 11pm 12pm lam 2am 3am 4am Sam 6am 7am FB/SarcasmLol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1218).jpg,a book with a picture of a person crying, WHO HATED THIS SIDE was that type of student
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (895).jpg,a woman kneeling down to a dog with a tennis ball in her mouth, Memories with Others Mine dogs
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (300).jpg,"a text that reads, ` ` ` ` ` ` ` ` ` ` ` ` ` ` `"," Every girl has a male friend, but the whole universe thinks that he is not just a friend. @SARCASMI Reply Message 22 September at 05.31"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3430).jpg,"a woman sitting in a car with the capt that reads when you ' re, you ' re,"," When you offer someone food, and they actually accept Sarcasm"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4425).jpg,a man with a beard and a yellow shirt holding a cup, of profile pics Break Up
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (351).jpg,a picture of an owl wearing a graduation cap and a picture of an owl wearing a graduation cap, First year Last year of college of college
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3371).jpg,two men sitting on a couch talking to each other men, Me and my friends planning Sarcasm Still planning
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4583).jpg,"a man sitting in a chair with a text that reads, having jos cold but everyday", Having a job is cool but everyday?? Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3678).jpg,a cartoon figure with the words nobody me, Nobody: Me: ISarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2626).jpg,a man driving a car with the capt that reads google maps ' arvie 5 6 meecht," Google maps: ""Arrival time 5.46"" Me reaching at 5.43: FB /SarcasmLol"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (832).jpg,"a man in a pink shirt with a white background and a quote that reads, when you write a", When you writing a test and the teacher stops by your desk and reads the nonsense on your answer sheet
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3215).jpg,"a white background with a red text that says, ` ` ' you ' re ' '"," Dating your neighbour isn't You'l be receiving messages like, 'Baby; what's wrong? Isaw your mom slapping Sarcasm you"""
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2561).jpg,a woman with a quote on her face," When a woman says 'First of all"" in an argument FB /Sarcasmlol Run away! She has prepared research data, charts, & graphs to destroy you"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1527).jpg,a cartoon cat is rolling a rolling board, mom during quarantine Mom 22 year old me fav food which asked for My My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1851).jpg,bananas and a banana are shown in four different pictures, 15 at the supermarket FB/Sarcasmloll at my house days days
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1615).jpg,the queen of england is sitting in a chair, The loading may take a few minutes The loading
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (417).jpg,a beach with a full moon and palm trees," Don't compare your life with others, there is no comparison Moon, they shine when it's their time"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (823).jpg,a man in a suit and tie with a flower in his hand, BEHIND EVERY SUCCESSFUL MAN THERE IS A WOMAN FACT BECAUSE WOMEN DON'T FOLLOW UNSUCCESSFUL MEN UNIVERSAL TRUTH
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2298).jpg,a woman in a suit and a man in a suit with a gun, What's worse than breakup? When u wake up in the morning and your phone wasn't charging.
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2602).jpg,a man wearing a scarf and a scarf on his head, Allow Calculator to make and manage phone calls? DENY ALLOW FB /SarcasmLol WAIT
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (998).jpg,a man in a suit and tie is being his friend to the other man, When you marry the girl your homies told you you stand no chance with
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1983).jpg,a man is sitting in a chair and talking to another man, Changing the phone language just for fun Can't find language setting now
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (644).jpg,a man standing in front of a facebook logo," At the age of 10, he created games, software and messenger service face At the age of 10, | was learning: CPU is called the brain of computer"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1003).jpg,a text message with the words happy friday and happy friday, Crush TODAY Happy friendship Everyday is friendship friend. Happy friendship 7 AUGUST 2018 Happy friendship Happy friendship 9 AUGUST 2018 Happy friendship day day day day
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (7).jpg,a man sitting at a desk with a phone in his hand, The 90s
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (949).jpg,a poster with the words ' may ' s bot ' and ' may ' s bot '," Man VS Robot Truth Inside Of A man buys a lie detector robot that slaps people who lie. it out at dinner. where were you today during school? SON: At school #Robot slaps son DAD: Which one? SON: Story *Robot slaps with DAD: WHAT?! When I was your age, *Robot slaps dad MOM: HAHA!! After all he is your son, Robot mom You try Son, Toy again day porn! slaps"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2892).jpg,when i ' m in the middle of the night when i ' m in the middle of the night, When slap a relative's child and he starts crying FB/Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (986).jpg,"a text that reads, ` ` ` ` ` ` ` ` ` ` ` ` ` ` `", Avishek @Avishek883 It's so annoying when you love someone life with them and don't accept your friend request. they
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (244).jpg,google meme google meme google meme google meme google memes google memes google me, Google Google Me
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2288).jpg,a man laughing and holding a microphone with the words never make the same mistake," never make the same mistake twice make it 5 or 6 times, just to be sure"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (883).jpg,a hand with a smiley face and a smile, How see without glasses What my friends think see
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (845).jpg,how to calculate a number, How US hospitals calculate medical bills: +208 4 248
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (646).jpg,"a thermometer with a temperature of degrees degrees and a temperature of degrees degrees degrees, with the", Everyone won't this U get
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (248).jpg,a woman is standing next to a red car, car accident
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3183).jpg,a rage rage rage rage rage rage rage rage rage rage rage rage rage rage rage rage rage rage rage, bought a Girls new car Wow! Congo! Boys Party! Party time! Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1064).jpg,a woman laying on a bed with a book, dog?
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (603).jpg,a man in a suit and tie is talking to the camera, The nervous system when the confident system walks in W
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2518).jpg,"selyu crush me backwards, me is yem"," Spell your crush's name backwards, mine is yenom FB/Sarcasmlol"
